title,ingredients,time,ratings,type,instructions
Crema al limone,"['Latte intero', 'Zucchero', 'Fecola di patate', 'Farina', 'Tuorli', 'Scorza di limone']",30,4.1,Dolci,"Per preparare la crema al limone, prelevate la scorza dei limoni avendo cura di non prendere la parte bianca 1 (potete lasciare mezzo limone da parte per grattugiarne un po' a cottura ultimata della crema) e versate la scorza in un tegame in cui avete aggiunto il latte. Accendete il fuoco basso e fate intiepidire il latte (non deve raggiungere il bollore). Intanto in una ciotola ponete i tuorli, lo zucchero 2 e lavorate il composto con una frusta 3 .
Dovrete ottenere una crema omogenea, prima di aggiungere la farina e la fecola setacciate 4 ; mescolate con la frusta per amalgamare le polveri 5 , poi unite il latte intiepidito 6 .
Mescolate energicamente per ottenere un composto omogeneo e fluido 7 , quindi versatelo nuovamente nel tegame filtrandolo con un colino a maglie strette per evitare che si creino grumi 8 . Accendete il fuoco basso e cuocete la crema mescolando continuamente con le fruste 9 , fino a quando non si sarà addensata (ci vorranno circa 15 minuti).
Quando si sarà addensata, prima di spegnere il fuoco potete grattugiare la scorza di un limone se preferite per aromatizzare maggiormente 10 ; quindi spegnete il fuoco e trasferite la crema in una ciotola 11 , poi copritela con la pellicola a contatto 12 e lasciatela raffreddare prima di riporla in frigorifero e poterla utilizzare!"
Insalata di gamberi,"['Gamberi', ""Olio  d'oliva"", 'Paprika dolce', 'Sale', 'Pepe nero', 'Songino', 'Rucola', 'Mango', 'Cipollotti rossi', 'Avocado', ""Olio  d'oliva"", 'Sale', 'Pepe nero', 'Yogurtreco', 'Lime']",40,4.6,Insalate,"Per preparare l’insalata di gamberi cominciate pulendo questi ultimi. Staccate la coda dal resto del corpo, poi tirate via le zampette 1 e incidete il dorso dove c’è il filamento scuro dell'intestino. Staccate anche quello utilizzando la punta di un coltello o uno stuzzicadenti 2 . A questo punto dovreste aver ottenuto circa 320 grammi di gamberi puliti. Versateli in una ciotola e condite con sale, pepe e olio 3 .
Unite la paprika dolce 4 , mescolate e tenete da parte ad insaporire 5 . Intanto pulite il cipollotto e tagliate la base 6 .
Poi affettatelo sottilmente aiutandovi con una mandolina, oppure al coltello, 7 e poi mettete in una ciotola con acqua e ghiaccio: così il sapore si ammorbidirà e risulterà più croccante 8 . Nel frattempo pulite il mango sbucciandolo 9
e affettandolo sottilmente; mettete anche questo in disparte 10 . Passate infine all’avocado: tagliatelo in due, eliminate il seme aiutandovi con la lama 11 e poi sbucciatelo. Infine affettatelo ottenendo 8 pezzi 12 .
Arroventate una griglia e cuocete le fette di avocado 13 cuocendo 1 minuto prima da un lato e poi dall’altro 14 . Mettete su un piatto e passate alla cottura dei gamberi 15 ,
questi cuoceranno 2 minuti su un lato e 1 sull’altro: ricordatevi di non girarli così la cottura risulterà uniforme 16 . Mettete anche questi sul piatto così si raffredderanno 17 e preparate l’insalata. In una ciotola versate songino e rucola già puliti 18 .
A queste unite le fettine di cipollotto scolate 19 , aggiustate di olio, sale e pepe e mescolate 20 . In un piatto da portata sistemate un po’ di insalatina insieme ad un paio di pezzi di avocado grigliato e qualche fettina di mango 21 .
Infine guarnite con i gamberi 22 . Preparate una salsina d’accompagnamento grattugiando la scorza di 1 lime in una ciotola in cui avete aggiunto lo yogurt greco 23 . Poi spremete il succo e versatelo all’interno 24 .
Mescolate accuratamente 25 e poi versate qualche cucchiaiata sul piatto 26 ecco pronta la vostra fresca e sfiziosa insalata di gamberi: buon appetito 27 ."
Tiramisù con uova pastorizzate,"['Zucchero', 'Acqua', 'Tuorli', 'Savoiardi', 'Mascarpone', 'Caffè', 'Baccello di vaniglia', 'Cacao amaro in polvere']",50,4.5,Dolci,"Per preparare il tiramisù con uova pastorizzate come prima cosa preparate la pâte à bombe. In un pentolino versate l'acqua e lo zucchero 1 . Scaldate a fiamma bassa e cuocete lo sciroppo fino a che non avrà raggiunto la temperatura di 121°, utilizzate un termometro da cucina per misurare la temperatura esatta. Quando avrete raggiunto i 115° iniziate a lavorare i tuorli con uno sbattitore elettrico.
Non appena lo sciroppo avrà raggiunto la giusta temperatura versatelo lentamente all'interno dei tuorli 4 e continuate a montare. Dovrete lavorarlo fino ad ottenere una crema chiara e spumosa 5 . Quando il composto sarà freddo potrete spegnere le fruste 6 .
Versate il mascarpone in una ciotola, aggiungete i semi del baccello di vaniglia 7 e lavorate con una frusta per ammorbidirlo 8 . Aggiungete anche la pâte à bombe 9
e continuate a mescolare con la frusta 10 , sino ad ottenere una crema uniforme e soda 11 . Trasferite in frigorifero e nel frattempo preparate il caffè e lasciatelo raffreddare. Adesso prendete una pirofila quadrata da 18 cm alla base e 22 cm in superficie. Stendete sul fondo uno strato di crema al mascarpone 12 .
Inzuppate rapidamente, uno alla volta, i savoiardi nel caffè 13 . Disponeteli man mano all'interno della teglia in modo da completare la prima riga. Ne serviranno 6. Ora prendete altri 6 savoiardi, spuntateli leggermente 15 . In questo modo non avrete difficoltà ad inserirli nella teglia.
Come fatto prima inzuppateli rapidamente nel caffè e disponeteli nella teglia 16 , affiancandoli, in modo da comporre la seconda riga. Aggiungete metà della crema e livellate bene la superficie 18 .
Realizzate un altro strato di savoiardi come appena fatto, in questo caso essendo più svasata ne serviranno 14 e non ci sarà bisogno di tagliarli. Unite la crema rimasta 19 e livellate con il dorso di un cucchiaio 20 . Spolverizzate con il cacao 21 e trasferite in frigo per almeno un'ora prima di servirlo."
Colomba di Pasqua,"['Farina Manitoba', 'Latte intero', 'Acqua', 'Lievito di birra fresco', 'Farina Manitoba', 'Zucchero', 'Burro', 'Uova', 'Farina Manitoba', 'Zucchero', 'Uova', 'Burro', 'Sale', 'Arancia candita', 'Uvetta', 'Pasta di arance', 'Baccello di vaniglia i semi', 'Amido di mais', 'Mandorle pelate', 'Albumi', 'Farina di mais fioretto', 'Nocciole intere spellate', 'Zucchero di canna', 'Granella di zucchero', 'Mandorle']",175,3.9,Lievitati,"Per preparare la colomba di Pasqua iniziate mettendo in ciotola farina, lievito fresco sbriciolato 1 , latte 2 e acqua 3 a temperatura ambiente.
Mescolate bene con una frusta 4 . Una volta ottenuto un composto liscio e molto idratato copritelo con pellicola trasparente 5 e riponetelo a lievitare ad una temperatura di 25-27° per 2 ore o fino a che non sarà raddoppiato di volume 6 . Se la temperatura in casa è più bassa non preoccupatevi, basterà lasciarlo lievitare per più tempo. In alternativa potete metterlo anche in forno spento con la luce accesa.
Una volta che l’impasto sarà lievitato, trasferitelo nella ciotola di una planetaria dotata di gancio e unite lo zucchero 1 . Azionate la macchina e incorporate la farina poco per volta 8 . Continuate a lavorare in modo da farla assorbire completamente.
Potete aggiungere l'uovo 10 e continuare a lavorare sino ad ottenere un impasto liscio 11 . Solo a questo punto potrete aggiungere il burro morbido, sempre poco per volta, sino a completo assorbimento 12 . E' importantissimo aggiungere il burro lentamente, un pezzetto alla volta, aspettando che sia ben assorbito prima di aggiungerne ancora.
Continuate a lavorare l'impasto fino a che sarà ben incordato 13 . Non vi fermate prima perchè l'incordatura è fondamentale. Trasferitelo poi su un piano da lavoro 14 e, aiutandovi con un tarocco, lavoratelo per qualche istante, per dare all'impasto una forma sferica 15 . Non aggiungete farina in questa fase.
Trasferitelo all'interno di una ciotola di vetro 16 , coprendolo con pellicola trasparente 17 . Lasciate lievitare nuovamente, ad una temperatura di 25-27° per 2 ore - 2 ore e mezza o fino a che non avrà raddoppiato nuovamente il suo volume 18 . Anche in questo caso vale la stessa regola di prima: se la temperatura in casa è inferiore potete allungare i tempi di lievitazione o mettere l'impasto in forno spento solo con la luce accesa. Oppure potete poggiare sul fondo del forno spento una ciotola con acqua calda in modo da creare la giusta umidità e calore nella camera di lievitazione. L'importante è che l'impasto raddoppi.
Una volta che sarà lievitato, sciacquate l'uvetta e mettetela in ammollo in acqua per almeno una decina di minuti 19 . Nel frattempo versate l’impasto nella ciotola della planetaria 20 e unite lo zucchero 21 .
Montate il gancio, azionate la macchina a velocità moderata e, quando lo zucchero sarà stato completamente assorbito, versate la farina poco per volta 22 e lasciatela incorporare. Quindi unite lentamente anche l'uovo 23 e, quando sarà ben assorbito, aggiungete il sale 24 .
Aspettate ancora pochi istanti fino a quando sarà assorbito, quindi aggiungete il burro morbido poco per volta aspettando che il pezzetto sia stato assorbito prima di aggiungerne un altro 25 . Anche in questo caso serve pazienza. Quando il burro sarà stato assorbito, procedete con gli aromi: i semi di una bacca di vaniglia 26 , le scorze di arancia candita tagliate a cubetti 27 .
Unite anche la pasta d'arancia 28 . A questo punto scolate bene l'uvetta 29 e incorporatela all'impasto 30 .
Lavorate l’impasto fino a che non risulterà ben incordato avendo incorporato canditi e uvetta, in totale ci vorranno circa 20 minuti 31 Anche questa fase è importante: non arrestate la planetaria fino a quando non sarà ben incordato. Trasferite l'impasto su un piano leggermente infarinato 32 , appiattitelo delicatamente con le mani e dategli delle pieghe di rinforzo portando i lembi esterni della pasta verso l'interno 33 .
Una volta date le pieghe di rinforzo conferite all'impasto una forma sferica 34 e trasferitela all'interno di una ciotola di vetro capiente, coprite con pellicola trasparente 35 e lasciate lievitare a temperatura ambiente per circa 1 ora. La lievitazione dovrà partire, se serve più tempo in questo senso aspettate di più prima di mettere in frigo. Poi riponete la ciotola in frigo a maturare per 16 ore. E' normale che in questo lasso di tempo l'impasto non cresca o raddoppi di volume. Trascorse le 16 ore, tiratelo fuori dal frigo e ponetelo a temperatura ambiente per circa 1 ora 36 .
Terminata quest'ultima fase, trasferite l'impasto su un piano di lavoro leggermente infarinato: risulterà piuttosto idratato, ma ancora abbastanza freddo e facile da lavorare. Dividete l'impasto in 2 parti: una da circa 400 g, che servirà per formare il corpo, e una da circa 470 g, che servirà per formare le ali della colomba 37 , in ogni caso una più grande e una leggermente più piccola. Prendete la parte più grande, allargatela sul piano con le mani in modo da formare un rettangolo 38 e arrotolatela dal lato più corto per formare un filone 39 .
Posizionate il filone all’interno dello stampo ripiegando le estremità sino a riempire la forma delle ali 40 . Prendete poi la porzione di impasto da 470 g, allargatela sul piano e arrotolatela 41 in modo da formare un secondo filone 41 .
Posizionatelo sopra l’altro filone, nella parte più lunga dello stampo per formare il corpo della colomba 43 . Trasferite su un vassoio 44 , coprite con pellicola solo appoggiandola sopra 45 e lasciate lievitare per circa 3 ore a temperatura ambiente (lontano da correnti d'aria), o fino a che raggiungerà quasi il bordo dello stampo. Considerate che potrebbe volerci più tempo in questa fase ed è una fase importante: fino a quando non avrà raggiunto il bordo come indicato non consigliamo di infornare.
Quando la colomba sarà lievitata, potete occuparvi della glassa: versate in un mixer le mandorle e le nocciole pelate, unite lo zucchero di canna 48 e frullate il tutto. Trasferite il composto in una ciotola, aggiungete la farina fioretto 47 , l'amido di mais 48 ,
l'albume 49 e lavorate il tutto con una frusta per pochi minuti 50 , fino ad ottenere una glassa omogenea 51 .
Riprendete quindi la colomba ormai lievitata 52 , eliminate la pellicola e cospargetela interamente con la glassa appena preparata, stendendola delicatamente a coprire tutta la superficie, senza esercitare troppa pressione 53 54 .
Guarnite con le mandorle 55 e con la granella di zucchero 56 . Trasferite lo stampo su una teglia 37 e cuocete la colomba in forno statico preriscaldato a 170° per 55 minuti sul ripiano centrale. Per evitare che si colori troppo superficialmente in cottura posizionate una teglia da forno sopra la colomba, attenuando così il calore proveniente dalla serpentina.
Una volta sfornata, inserite degli spiedini lunghi di acciaio sull'intera lunghezza della colomba 58 e posizionatela capovolta, sospesa su dei sostegni, per lasciarla raffreddare. Questo farà sì che la colomba, raffreddandosi, non collassi al centro. Una volta fredda estraete gli spiedini di acciaio e servite la vostra colomba di Pasqua 60 !"
Mojito,"['Rum bianco cubano', 'Zucchero di canna   ni', 'Angostura', 'Menta  foglie', 'Ghiaccio tritato a cubetti', 'Acquaassata', 'Succo di lime']",5,4.1,Bevande,"Per preparare il mojito iniziate versando in un bicchiere da long drink (tumbler alto) le foglie di menta e lo zucchero di canna; servendovi di un pestello schiacciatele contro il lato del bicchiere così da sprigionare l’aroma della menta. Aggiungete il succo di lime (circa 1/5 della bibita) e pestate ancora per qualche secondo, poi riempite il bicchiere di ghiaccio (a cubetti o tritato), aggiungete il rum, l’angostura e in ultimo uno spruzzo di acqua gassata (o soda); mescolate in modo circolare e servite decorando con un rametto di menta. Ecco pronto il vostro mojito, salute!"
Scaloppine al Marsala,"['Lonza di maiale', 'Marsala', 'Brodo vegetale', 'Burro', ""Olio  d'oliva"", 'Farina', 'Sale', 'Pepe nero']",25,4.2,Secondi piatti,"Per preparare le scaloppine al marsala, per prima cosa sistemate le fettine di carne tra due fogli di carta forno e battetele con un batticarne in modo da schiacciarle e allungarle allo stesso tempo 1 fino a che non risulteranno molto sottili 2 : così facendo la carne risulterà più tenera e meno fibrosa. Infarinate le fettine 3 ed eliminate la farina in eccesso.
Quando tutte le fettine saranno infarinate 4 , potete passare ai fornelli: in una padella capiente fate sciogliere dolcemente il burro insieme all’olio 5 , poi alzate leggermente la fiamma e aggiungete le fettine infarinate 6 .
Dopo un paio di minuti giratele con una pinza da cucina e scottatele per qualche istante anche dall’altro lato 7 , poi alzate la fiamma e sfumate con il marsala 8 . Aggiungete sale e pepe 9 .
A questo punto versate il brodo vegetale (o l’acqua, in alternativa) 10 e continuate a cuocere ancora per qualche minuto oscillando la padella di tanto in tanto per creare una deliziosa emulsione. Quando il fondo di cottura sarà diventato bello cremoso 11 , impiattate e servite le vostre gustose scaloppine al marsala 12 !"
Pane cafone,"['Lievito madre', 'Farina', 'Acqua', 'Farina', 'Acqua', 'Semola dirano duro rimacinata', 'Acqua', 'Sale', 'Farina']",100,4.5,Lievitati,"Per preparare il pane cafone dovrete realizzare 3 impasti diversi. Iniziamo con il primo: prelevate 70 gr dal vostro lievito madre ( qui la ricetta di GialloZafferano), oppure procuratevi il lievito madre presso il vostro fornaio di fiducia, e ponetelo in una ciotola insieme all'acqua 1 . Sciogliete il lievito con le mani 2 , quindi unite la farina 0 a pioggia 3 e
impastate fino ad ottenere un impasto liscio e omogeneo, che modellerete a forma di pallina 4 . Lasciate lievitare questo primo impasto per almeno 3 ore nella ciotola, leggermente infarinata, coperta con pellicola, dentro il forno spento con la luce accesa. Il volume iniziale, trascorso il tempo, dovrà raddoppiare 6 .
Ora è il momento di procedere con il secondo impasto: in una ciotola più grande, sciogliete l'impasto precedente con altri 50 ml di acqua (7-8), aggiungete la farina 0 9 e
impastate il tutto, come fatto prima 10 . Riponete anche il secondo impasto a lievitare per almeno 3 ore in una ciotola, coperta con pellicola, in forno spento con luce accesa 11 . Quando anche il secondo impasto sarà lievitato 12 potrete passare alla realizzazione dell'impasto finale.
Versate l'impasto lievitato nella tazza di una planetaria munita di foglia (se non l'avete, potete impastare a mano) e aggiungete metà dei 550 ml di acqua 13 ; azionate la macchina a velocità bassa, per sciogliere l'impasto, quindi, una volta sciolto, unite le farina a pioggia, un cucchiaio alla volta 14 , alternandole alla restante acqua, in cui avrete disciolto il sale. Quando gli ingredienti si saranno raccolti intorno alla foglia, sganciatela e montate il gancio 15 , con il quale impasterete il tutto per almeno 10 minuti a velocità bassa. L'impasto dovrà incordarsi attorno al gancio e staccarsi dai lati della ciotola.
Versate l'impasto, ben morbido sulla spianatoia, leggermente infarinata: dovrete dargli delle pieghe per rinforzare l'impasto in modo che la lievitazione si sviluppi verso l'alto. Allungate un un po' l'impasto con le mani 16 , dandogli forma rettangolare, quindi rivoltate il primo lato verso il centro e fate lo stesso anche con l'altro, sovrapponendolo(17-18).
Girate il panetto, allungatelo un po' 19 e rifate le pieghe come prima, ripiegando i lati verso il centro (20-21). Lasciate riposare l'impasto per 15-20 minuti. Trascorso questo tempo operate le pieghe nuovamente, come già illustrato, e lasciate ancora riposare per 15-20 minuti.
A questo punto, se volete ottenere due filoncini, dividete l'impasto in due parti uguali, con i quali potrete formare due pagnotte o due filoni 22 . Se preferite potete anche ricavare una pagnotta unica. Procedete ora in questo modo per i filoni: impastate leggermente un pezzo, raccogliendo i lati verso il centro, appiattitelo leggermente 23 quindi arrotolate il panetto su se stesso partendo da un lato 24 , schiacciando con le dita verso il basso e arrotolandolo fino alla fine. Se volete invece una pagnotta, piegate i due lembi del filone al di sotto ed arrotondate l'impasto.
Pizzicate con le dita il lembo superiore del filone per far aderire la pasta 25 . Ecco pronto il primo filoncino 26 , procedete nella stessa maniera sopra descritta anche con il secondo pezzo di impasto. Prendete ora una teglia da forno e rivestitila con due canovacci puliti, sistemati uno accanto all'altro e ben piegati in modo da creare un divisorio al centro, ben infarinati con la semola 27 .
Adagiate i filoni ognuno su di un canovaccio 28 , spolverizzateli con abbondante semola e richiudete i lembi dei canovacci, per coprire i pani 29 . Coprite la teglia con pellicola trasparente (non troppo stretta, altrimenti non ci sarà spazio per la lievitazione) oppure infilatela in un capiento sacchetto per alimenti 30 . Il pane cafone dovrà lievitare per 8-10 ore.
Trascorso questo tempo, i filoni saranno ben gonfi e pronti per la cottura 31 . Riscaldate il forno statico a 240 ° lasciando all'interno la leccarda su cui cuoceranno i filoni (si consiglia, per chi la possiede, di porre una pietra refrattaria sul fondo del forno al posto della leccarda), che dovrà essere ben calda. Se avete un forno ventilato, impostate la temperatura a 220 °. Afferrando i lembi del canovaccio, rovesciate un filone alla volta su di un foglio di carta da forno 32 : non toccate troppo il pane altrimenti si sgonfierà! Operate, con un coltello a lama liscia e ben affilato, delle incisioni diagonali 33 . Potete anche non inciderlo se preferite.
Fate scivolare la carta da forno sulla leccarda molto calda 34 e prima di infornare il pane, spruzzate con un vaporizzatore nel forno dell'acqua fredda, per 3-4 volte 35 . In alternativa al vaporizzatore, potete mettere sul fondo del forno una teglia contenente 3-4 cubetti di ghiaccio. Infornate il pane e rispruzzate ancora dell'acqua per 3-4 volte. Infornate il pane a 1/3 dell'altezza del forno (quindi piuttosto in basso) e lasciate cuocere il pane per circa 20 minuti in forno statico (in ventilato per 30 minuti). Dopo questo tempo, abbassate la temperatura a 200° (180° se ventilato) e continuate la cottura per altri 15-20 minuti. Una volta cotto, estraete il pane e posizionatelo a raffreddare su di una gratella. Il vostro pane cafone è pronto 36 : sentirete che buono!"
Boeuf bourguignon,"['Manzoce', 'Pancetta  con cotenna', 'Carote', 'Cipolle', 'Vino rosso Borgogna', 'Brodo di manzo caldo', 'Concentrato di pomodoro', 'Timo  mazzetto', 'Maggiorana  mazzetto', 'Ros  rametto', 'Alloro  foglie', ""Olio  d'oliva"", 'Sale', 'Pepe nero', 'Cipolline', 'Brodo di manzo circa', 'Alloro  foglia', 'Burro', ""Olio  d'oliva"", 'Sale', 'Pepe nero', 'Funghi champignon', 'Aglio  spicchi', 'Prezzemolo da tritare', ""Olio  d'oliva"", 'Sale', 'Pepe nero']",330,4.8,Secondi piatti,"Per realizzare il boeuf bourguignon per prima cosa tagliate la carne a cubotti di 5-7 cm 1 . Prendete la pancetta: rimuovete la cotenna e tenetela da parte 2 , poi eliminate la cartilagine e tagliate il resto a listarelle 3 .
Scottate la pancetta e la cotenna in acqua bollente per eliminare le impurità 4 , poi scolate e trasferite il tutto in una pentola in ghisa 5 . Rosolate a fuoco dolce per circa 10 minuti. Una volta rosolata 6 , mettete la pancetta in una ciotola e mettete da parte la cotenna.
Nella stessa pentola aggiungete la carne, pochi pezzi per volta 7 . Distanziateli bene e fateli scottare a fuoco vivace su tutti i lati, rigirandoli con una pinza 8 . Fate attenzione a non bruciare il fondo di cottura, se necessario potete aggiungere un goccio di olio. Una volta rosolata uniformemente 9 , trasferite la carne in un piatto e tenete da parte, conservando sempre la pentola con il fondo di cottura.
A questo punto mondate e tagliate a pezzi sia le carote 10 che le cipolle 11 . Unite le verdure al fondo di cottura 12 e cuocete a fuoco medio per 10 minuti.
Quando saranno dorate aggiungete la pancetta 13 e il concentrato di pomodoro 14 , poi mescolate bene. A questo punto unite anche la carne 15 .
Versate il vino rosso 16 e lasciate cuocere per qualche minuto in modo che evapori buona parte dell’alcol. Salate, pepate 17 e aggiungete il mazzetto di erbe aromatiche 18 .
Infine versate il brodo caldo 19 , unite la cotenna 20 e coprite con il coperchio 21 . Trasferite la pentola nel forno statico preriscaldato a 140° e cuocete per circa 3 ore.
Nel frattempo potete preparare le cipolline e i funghi. In una padella fate sciogliere il burro con l’olio 22 , poi aggiungete le cipolline 23 , salate, pepate e rosolate fino a quando saranno dorate 24 .
A questo punto versate il brodo 25 , coprite con il coperchio 26 e cuocete per circa 10 minuti. Intanto pulite i funghi e tagliateli in 4 parti 27 .
In un’altra padella scaldate un filo d’olio con gli spicchi d'aglio in camicia, poi aggiungete i funghi 28 e saltateli a fuoco vivace per circa 10 minuti. Salate 29 , pepate e profumate col prezzemolo tritato 30 . Eliminate l'aglio e tenete da parte sia le cipolline che i funghi con i rispettivi fondi di cottura.
Trascorso il tempo di cottura della carne, sfornate e lasciate raffreddare. A questo punto estraete il mazzetto aromatico e la cotenna dalla pentola, poi prelevate la carne 31 e trasferitela in una ciotola insieme ai funghi 31 e alle cipolline 33 .
Unite i fondi di cottura e passate il composto con un passaverdura 34 ; in alternativa potete utilizzare un mixer a immersione e filtrare il composto ottenuto. Versate il liquido in un pentolino e fate addensare sul fuoco di almeno metà del suo volume 35 . In ultimo aggiustate di sale. Siete pronti per assemblare il piatto: versate nuovamente il fondo di cottura addensato nella pentola e aggiungete la carne, i funghi e le cipolline. Il vostro boeuf bourguignon è pronto per essere servito 36 !"
Torta mele e cioccolato,"['Farina', 'Zucchero', 'Uova', 'Burro', 'Lievito in polvere per dolci', 'Sale', 'Mele Golden', ""Succo d'arancia"", 'Zucchero', 'Cioccolato fondente', 'Zucchero a velo']",100,3.7,Dolci,"Per preparare la torta mele e cioccolato come prima cosa occupatevi delle mele. Tagliatele in spicchi 1 , eliminate il torsolo 2 e sbucciatele 3 .
Ora tagliate le mele a fettine di mezzo cm 4 , in modo da ricavarne 700 g. Dividete le mele in due ciotole diverse, mettendone in una circa 30 fettine per la decorazione e nell'altra le restanti 5 . Versate il succo d'arancia in entrambe le ciotole 6 .
Mescolate per non farle ossidare 7 e tenetele da parte. Tritate grossolanamente il cioccolato fondente 8 , fondete il burro e lasciatelo intiepidire. In una ciotola versate le uova e lo zucchero 9 .
Montate con le fruste elettriche sino ad ottenere un composto chiaro e spumoso 10 . Aggiungete il burro fuso ormai tiepido 11 e lavorate sino a completo assorbimento. Aggiungete anche la farina 00 12 .
Unite il lievito per dolci 13 e mescolate con le fruste a velocità bassa sino a che non saranno ben assorbiti 14 . In ultimo aggiungete il sale e mescolate ancora 15 .
Unite le mele all'impasto (tenendo ancora da parte le 30 fettine per la decorazione) e mescolate con una marisa, cercando di non romperle 16 . Rivestite con carta forno uno stampo a cerniera da 22 cm e versate all'interno metà dall'impasto 17 . Livellate con un cucchiaio e posizionate sopra il cioccolato tritato 18 .
Versate sopra l'impasto rimasto 19 , livellate ancora con il cucchiaio 20 e decorate con le fettine di mela tenute da parte, disponendole a raggiera 21 .
Spolverizzate con i 30 g di zucchero semolato 22 e cuocete in forno statico preriscaldato a 180° per 70 minuti. Fate sempre la prova dello stecchino prima di sfornare il dolce 23 . Poi lasciatelo raffreddare prima di sformarlo 24 e spolverizzate la torta con lo zucchero a velo prima di servirla."
Pasta alla vesuviana,"['Spaghetti', 'Peperoncino fresco', 'Pomodori pelati', 'Olive nere', 'Fiordilatte', 'Capperi sotto sale', 'Cipolle rosse', 'Sale', ""Olio  d'oliva"", 'Origano fresco']",45,4.4,Primi piatti,"Per preparare la pasta alla vesuviana intanto dissalate i capperi sotto acqua corrente. Tagliate il fiordilatte a piccoli cubetti e ponetelo in un colino così perderà il suo siero. Mondate e tagliate la cipolla a fettine 2 . Incidete il peperoncino e rimuovete i semi 3 .
Tritate il peperoncino 4 e tenete da parte. Scaldate un giro d'olio in padella 5 unite le cipolle, il peperoncino 6 e lasciate soffriggere per 5 minuti a fuoco medio.
Aggiungete i pomodori pelati schiacciati 7 , ripulite la brocca con poca acqua e versatela in padella per allungare il sugo. Coprite con il coperchio e cuocete 15 minuti a fuoco dolce. Tagliate le olive a pezzetti grossolani 8 . Aggiungete capperi già dissalati 9 .
Unite anche le olive 10 . Mescolate e proseguite la cottura del sugo per altri 10 minuti, assaggiate e salate a piacere 11 . Intanto cuocete gli spaghetti in acqua bollente salata 12 .
A fuoco spento, scolate gli spaghetti nel sugo 13 , mescolate poi scolate e strizzate bene il fiordilatte 14 , prima di unirlo alla pasta 15 .
Mescolate ancora velocemente, poi insaporite con origano 16 e mescolate ancora. Un filo d'olio a crudo, rimestate ancora 17 e la pasta alla vesuviana è pronta 18 !"
Meringa all'italiana,"['Zucchero', 'Acqua', 'Albumi', 'Sale']",260,3.9,Dolci,"Per realizzare la meringa all’italiana versate l‘acqua in un pentolino dal fondo pesante 1 , aggiungete lo zucchero e cuocete a fuoco basso 2 mescolando per scioglierlo. Immergetevi l’apposito termometro 3 per alimenti, che vi indicherà la temperatura da raggiungere, cioè 121°C.
Quando la temperatura dello sciroppo, raggiungerà i 114°C, ponete gli albumi in una planetaria munita di frusta 4 (oppure usate un frullatore elettrico) e montateli a neve a media velocità 5 . Quando lo sciroppo avrà raggiunto i 121°, abbassate la velocità della planetaria (per evitare la dispersione dello sciroppo sulle pareti della ciotola), versate metà dello sciroppo negli albumi 6 e poi aumentate nuovamente la velocità. Aspettate qualche secondo e continuate a versare a filo lo sciroppo, senza versarlo direttamente sulla frusta. continuate a montare fino a completo raffreddamento della meringa.
La meringa ottenuta dovrà presentarsi molto densa, liscia e lucida 7 e potrà essere cotta solo quando sarà completamente fredda. Versate la meringa in una sac-à-poche 8 , scegliendo la bocchetta in base all’utilizzo che ne dovete fare e formate le meringhe da voi desiderate spremendo il composto su di una teglia foderata con carta forno. Potete creare le classiche meringhe a nuvola utilizzando una bocchetta larga stellata 9 .
Per variare potete delle conchiglie usando una bocchetta stellata 10 , delle girelle spremendo a spirale la meringa con una bocchetta liscia 11 , per agevolarvi disegnate con la matita la sagoma sulla carta da forno. Infornate le meringhe in forno statico preriscaldato a 60-70°C e lasciatele asciugare per almeno 4 ore lasciando lo sportello del forno leggermente socchiuso, in modo da evitare un’ eventuale condensa che impedirebbe la corretta asciugatura delle stesse ( l’umidità è acerrima nemica delle meringhe). A cottura ultimata, spegnete il fuoco e lasciate le meringhe nel forno semiaperto e lasciatele raffreddare ed asciugare completamente almeno per un paio di ore."
